Wall time,Step,Value
1513683246.6443658,1200,-0.24379730224609375
1513683256.1988075,2400,-0.087554931640625
1513683262.5346365,3200,-0.30316925048828125
1513683268.294713,3800,-0.39379119873046875
1513683279.8739817,5000,-0.14067840576171875
1513683302.9535596,7400,-0.20005035400390625
1513683310.8090184,8200,-0.12505340576171875
1513683314.7762365,8600,-0.08130645751953125
1513683318.631152,9000,-0.29067230224609375
1513683320.6101737,9200,-0.18442535400390625
1513683324.5135005,9600,-0.103179931640625
1513683336.178679,10800,-0.103179931640625
1513683338.233309,11000,-0.1625518798828125
1513683340.2462554,11200,-0.2812957763671875
1513683342.1374063,11400,-0.103179931640625
1513683359.6793277,13200,-0.3531646728515625
1513683371.5224376,14400,-0.221923828125
1513683373.3470218,14600,-0.33441925048828125
1513683375.2148075,14800,-0.27504730224609375
1513683377.1347563,15000,-0.237548828125
1513683387.0327363,16000,-0.44378662109375
1513683402.3326824,17600,-0.22817230224609375
1513683416.6258912,19000,-0.20005035400390625
1513683558.2083983,20600,-0.09380340576171875
1513683563.2307596,21200,-0.3687896728515625
1513683564.9693835,21400,-0.06568145751953125
1513683576.650458,22800,-0.15317535400390625
1513683585.5779839,23800,-0.09380340576171875
1513683601.7235613,25400,-0.1938018798828125
1513683607.7438438,26000,-0.2656707763671875
1513683609.7182617,26200,-0.1781768798828125
1513683627.8105872,28000,0.09995269775390625
1513683631.778058,28400,-0.15317535400390625
1513683633.8162482,28600,-0.237548828125
1513683635.8385794,28800,0.19057464599609375
1513683649.556125,30200,-0.087554931640625
1513683659.7068057,31200,-0.253173828125
1513683663.783715,31600,-0.24379730224609375
1513683665.7073917,31800,-0.25942230224609375
1513683673.8374472,32600,-0.24379730224609375
1513683683.9152653,33600,-0.340667724609375
1513683685.886012,33800,-0.2969207763671875
1513683692.1927042,34400,-0.36254119873046875
1513683704.4814215,35600,-0.190673828125
1513683706.4578824,35800,-0.2500457763671875
1513683710.2306223,36200,-0.1781768798828125
1513683716.1471906,36800,-0.27504730224609375
1513683720.2475626,37200,-0.06568145751953125
1513683722.2327492,37400,-0.2656707763671875
1513683726.2501864,37800,-0.1625518798828125
1513683730.3762422,38200,-0.09380340576171875
1513683732.298915,38400,-0.190673828125
1513683746.3094158,39800,-0.2656707763671875
1513683887.913239,41400,-0.1625518798828125
1513683889.6759272,41600,-0.14067840576171875
1513683891.3864946,41800,-0.2656707763671875
1513683898.210662,42600,-0.1313018798828125
1513683916.924411,44800,-0.09693145751953125
1513683920.5360184,45200,-0.10942840576171875
1513683928.4341066,46000,-0.25942230224609375
1513683934.8158326,46600,-0.0438079833984375
1513683938.8238518,47000,-0.071929931640625
1513683944.9804144,47600,-0.09693145751953125
1513683969.8805983,50000,-0.012542724609375
1513683982.7166781,51200,-0.16880035400390625
1513683989.0148351,51800,-0.16880035400390625
1513683993.0535727,52200,-0.175048828125
1513683995.1903806,52400,0.03118896484375
1513683999.4428382,52800,-0.28754425048828125
1513684007.8409505,53600,-0.2812957763671875
1513684016.2528563,54400,-0.25942230224609375
1513684020.3534727,54800,-0.27191925048828125
1513684030.6797547,55800,-0.237548828125
1513684060.363261,58600,0.11243438720703125
1513684071.031452,59600,0.17494964599609375
1513684073.188993,59800,-0.19692230224609375
1513684201.2837076,60600,0.05306243896484375
1513684203.37017,60800,-0.2656707763671875
1513684211.8595636,61600,-0.21567535400390625
1513684213.9257207,61800,-0.0594329833984375
1513684218.2438152,62200,-0.24379730224609375
1513684224.449969,62800,0.0749359130859375
1513684234.9663258,63800,-0.10942840576171875
1513684237.160616,64000,-0.08130645751953125
1513684249.82484,65200,-0.24379730224609375
1513684251.916322,65400,-0.09380340576171875
1513684254.0690923,65600,-0.03443145751953125
1513684260.4952457,66200,0.00931549072265625
1513684278.1863563,68000,0.271820068359375
1513684292.7501028,69600,-0.087554931640625
1513684319.7360833,72200,0.03118896484375
1513684326.2712412,72800,-0.206298828125
1513684334.9332354,73600,0.7812042236328125
1513684347.5339112,74800,0.24994659423828125
1513684356.494076,75600,-0.27504730224609375
1513684358.7098334,75800,-0.15317535400390625
1513684360.8008144,76000,-0.18442535400390625
1513684375.653594,77400,0.20307159423828125
