Wall time,Step,Value
1513887019.4585264,1200,0.15403348207473755
1513887021.1393723,1400,0.13557499647140503
1513887029.4759011,2400,0.1618059277534485
1513887034.2966843,3000,0.1371484100818634
1513887035.9237514,3200,0.17404738068580627
1513887040.883654,3800,0.1069583147764206
1513887042.5285628,4000,0.1281433254480362
1513887044.2087862,4200,0.12062832713127136
1513887050.6708148,5000,0.0876787006855011
1513887069.9241297,7400,0.1082080751657486
1513887076.56406,8200,0.11322780698537827
1513887079.7023046,8600,0.06870271265506744
1513887082.9337947,9000,0.13130325078964233
1513887084.577971,9200,0.07444284111261368
1513887087.9283924,9600,0.07279004156589508
1513887097.5962675,10800,0.10076840966939926
1513887099.1574955,11000,0.0982758030295372
1513887100.8312216,11200,0.09649687260389328
1513887102.372539,11400,0.0947430208325386
1513887103.930406,11600,0.152592271566391
1513887117.0048468,13200,0.0783640667796135
1513887120.3078756,13600,0.15557284653186798
1513887121.9509568,13800,0.12755998969078064
1513887126.8915122,14400,0.1597399115562439
1513887128.5424557,14600,0.09279479831457138
1513887130.173633,14800,0.11643292009830475
1513887131.7287848,15000,0.10947548598051071
1513887139.905218,16000,0.16414029896259308
1513887148.0912423,17000,0.09284976869821548
1513887153.0785437,17600,0.049881335347890854
1513887154.7225318,17800,0.10284467786550522
1513887164.4992793,19000,0.07117553800344467
1513887198.9756343,20600,0.12678837776184082
1513887204.1077437,21200,0.051246825605630875
1513887205.8529077,21400,0.07091273367404938
1513887217.671923,22800,0.07034216821193695
1513887222.7631595,23400,0.04810575768351555
1513887226.0596836,23800,0.0766562968492508
1513887237.7340257,25200,0.16421034932136536
1513887239.4118235,25400,0.09422233700752258
1513887244.5106778,26000,0.07955698668956757
1513887246.166342,26200,0.0992499440908432
1513887261.0001702,28000,0.05429637432098389
1513887264.273062,28400,0.07907328009605408
1513887265.9202278,28600,0.07296842336654663
1513887267.5773554,28800,0.07393212616443634
1513887279.3479474,30200,0.07822004705667496
1513887287.5203798,31200,0.08781694620847702
1513887290.8367963,31600,0.05807829648256302
1513887292.4245622,31800,0.08971012383699417
1513887299.166097,32600,0.06682202219963074
1513887307.9910471,33600,0.11136992275714874
1513887309.6750393,33800,0.05859442800283432
1513887314.871315,34400,0.16186654567718506
1513887325.1197946,35600,0.1131601333618164
1513887326.8264713,35800,0.1281978040933609
1513887330.215106,36200,0.07548140734434128
1513887335.3786812,36800,0.12080366909503937
1513887338.7063675,37200,0.07828416675329208
1513887340.4317386,37400,0.05439822003245354
1513887343.7655118,37800,0.11565914005041122
1513887347.1209662,38200,0.10479818284511566
1513887348.8100207,38400,0.08096902817487717
1513887360.5445826,39800,0.07492536306381226
1513887396.328182,41400,0.03542356193065643
1513887398.008934,41600,0.03824058920145035
1513887399.620394,41800,0.09504370391368866
1513887406.3053863,42600,0.08000238239765167
