Wall time,Step,Value
1513786150.4818487,1200,0.1453203409910202
1513786184.7517118,3200,0.08846399933099747
1513786195.040074,3800,0.08756377547979355
1513786216.0985923,5000,0.07947477698326111
1513786271.2376192,8200,0.08904320001602173
1513786278.0894425,8600,0.07278851419687271
1513786284.9653425,9000,0.07375985383987427
1513786288.3788037,9200,0.07539468258619308
1513786295.264818,9600,0.0751316025853157
1513786316.3669188,10800,0.07347765564918518
1513786320.1526923,11000,0.07525112479925156
1513786327.1352959,11400,0.06730128824710846
1513786358.5782769,13200,0.06520339846611023
1513786379.4658065,14400,0.07662274688482285
1513786382.9216242,14600,0.0844297781586647
1513786386.3629968,14800,0.08373939245939255
1513786389.7882383,15000,0.07789846509695053
1513786407.1028054,16000,0.07017102837562561
1513786435.3041768,17600,0.05398442596197128
1513786459.9266622,19000,0.060583025217056274
1513786507.2897334,20600,0.058808356523513794
1513786517.689108,21200,0.06499738991260529
1513786521.1860714,21400,0.053126659244298935
1513786545.7899127,22800,0.048849157989025116
1513786563.777576,23800,0.0499221533536911
1513786592.502497,25400,0.04871472716331482
1513786606.845704,26200,0.05587775260210037
1513786638.2327704,28000,0.0503673255443573
1513786645.2269833,28400,0.04810093343257904
1513786648.7064662,28600,0.04690688103437424
1513786676.9373872,30200,0.050374578684568405
1513786694.8010004,31200,0.055325184017419815
1513786705.0495534,31800,0.0509340725839138
1513786735.903798,33600,0.05539461597800255
1513786739.3326683,33800,0.04783647507429123
1513786770.3290458,35600,0.05552038550376892
1513786773.7641273,35800,0.04807814210653305
1513786790.9477844,36800,0.04831283539533615
1513786797.8124044,37200,0.039995212107896805
1513786801.2443357,37400,0.041661545634269714
1513786815.0070593,38200,0.04415445029735565
1513786842.903201,39800,0.048737749457359314
1513786887.4175835,41400,0.03966302052140236
1513786890.9623308,41600,0.034616194665431976
1513786894.4895375,41800,0.042160339653491974
1513786908.5949473,42600,0.042488813400268555
1513786947.5814352,44800,0.03446969389915466
1513786969.0220017,46000,0.038468603044748306
1513786986.8611515,47000,0.04312799125909805
1513786997.4424338,47600,0.04610293731093407
1513787039.7899296,50000,0.03896378353238106
1513787060.6902945,51200,0.042836207896471024
1513787078.6030996,52200,0.03183427080512047
1513787089.229325,52800,0.03940513730049133
1513787103.4962173,53600,0.044677428901195526
1513787117.7461157,54400,0.04159956052899361
1513787124.8530238,54800,0.03848528116941452
1513787195.1364832,58600,0.04084791615605354
1513787213.190581,59600,0.04861221835017204
1513787216.879798,59800,0.056434884667396545
1513787253.3791707,60800,0.02993859350681305
1513787267.751018,61600,0.027915049344301224
1513787271.3859224,61800,0.041215285658836365
1513787278.6291227,62200,0.02919992245733738
1513787307.4421735,63800,0.036499664187431335
1513787311.049124,64000,0.032662633806467056
1513787332.8065248,65200,0.032588012516498566
1513787336.430609,65400,0.03602197766304016
1513787340.0413425,65600,0.03408929705619812
1513787350.895329,66200,0.03567768633365631
1513787383.5921197,68000,0.04138410463929176
1513787412.6205435,69600,0.04018932953476906
1513787471.0620797,72800,0.026920242235064507
1513787485.7214558,73600,0.03815533220767975
1513787507.7340448,74800,0.04097157344222069
1513787522.4336555,75600,0.03254684805870056
1513787529.8346198,76000,0.03647720441222191
1513787574.1329834,78400,0.03426913172006607
1513787577.832361,78600,0.030628643929958344
1513787654.968575,81800,0.033000409603118896
1513787701.6090934,84400,0.02935488149523735
1513787705.1240497,84600,0.024416031315922737
1513787712.1982648,85000,0.03609100729227066
1513787734.0869334,86200,0.03395283967256546
1513787766.0262723,88000,0.03981519490480423
1513787773.1305792,88400,0.03765551745891571
1513787776.6531827,88600,0.029792001470923424
1513787787.2956736,89200,0.03436879813671112
1513787808.5919647,90400,0.0361979715526104
1513787840.5740733,92200,0.04006318747997284
1513787851.2535944,92800,0.037795279175043106
1513787854.817221,93000,0.0374082550406456
1513787886.8791094,94800,0.034920696169137955
1513787890.450561,95000,0.038761187344789505
1513787944.1076777,98000,0.02771208994090557
1513787951.2971675,98400,0.03790527209639549
1513787958.4592836,98800,0.03483286499977112
1513788026.6287193,101600,0.02817636728286743
1513788044.586288,102600,0.03203427419066429
1513788051.841267,103000,0.027580752968788147
1513788062.6083553,103600,0.05174431949853897
1513788091.4506388,105200,0.036029454320669174
1513788113.0144584,106400,0.03491339087486267
1513788120.204859,106800,0.043357931077480316
1513788131.0067582,107400,0.0306803360581398
1513788152.6149738,108600,0.028390228748321533
1513788170.7563987,109600,0.026459429413080215
1513788206.9271836,111600,0.02334710583090782
1513788214.181388,112000,0.025629756972193718
1513788228.6661894,112800,0.042599622160196304
1513788250.3734658,114000,0.02899395301938057
1513788264.848845,114800,0.02548854425549507
1513788269.3233736,115000,0.03470052406191826
1513788287.7028265,116000,0.032307010143995285
1513788294.9645734,116400,0.0313815101981163
1513788298.6049583,116600,0.03344488888978958
1513788305.9161685,117000,0.0314495712518692
1513788313.2201068,117400,0.02744218148291111
1513788316.8637097,117600,0.03048657439649105
1513788335.6457677,118600,0.02608679234981537
1513788339.2699575,118800,0.024292955175042152
1513788390.8272498,120600,0.02459833212196827
1513788412.6386876,121800,0.03294757381081581
1513788419.9349284,122200,0.028137939050793648
1513788438.089244,123200,0.036904510110616684
1513788456.314864,124200,0.029158197343349457
1513788463.598674,124600,0.02745678834617138
1513788507.4995608,127000,0.026648394763469696
1513788533.1557577,128400,0.026200033724308014
1513788536.8265734,128600,0.030139951035380363
1513788544.163273,129000,0.025733869522809982
1513788547.890191,129200,0.025961194187402725
1513788551.5410528,129400,0.023499129340052605
1513788555.2124689,129600,0.03317825496196747
